Name,Height,Weight,Reach,W,L,D,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,edad,ufc_bouts,racha,St_Open Stance,St_Orthodox,St_Sideways,St_Southpaw,St_Switch
Carlton Minus,178.0,170.0,190.0,10.0,2.0,0.0,3.5,40,4.97,50,0.0,0,58,0.0,30.0,2,-2,False,True,False,False,False
Sean Pierson,183.0,170.0,193.0,13.0,6.0,0.0,3.84,39,3.73,64,0.39,18,66,0.4,47.0,6,3,False,False,False,True,False
Charlie Valencia,160.0,135.0,163.0,12.0,6.0,0.0,2.58,37,2.61,77,1.4,53,75,0.5,49.0,1,-1,False,True,False,False,False
Brian Ortega,173.0,145.0,175.0,15.0,2.0,0.0,4.19,38,6.66,49,0.95,23,56,1.2,32.0,10,-2,False,False,False,False,True
Anton Kuivanen,173.0,155.0,183.0,24.0,9.0,0.0,2.27,38,1.63,67,1.2,100,71,0.4,39.0,3,-1,False,True,False,False,False
Paul Sass,183.0,155.0,185.0,14.0,1.0,0.0,0.53,26,1.9,51,0.53,16,33,7.4,35.0,5,-2,False,True,False,False,False
Ciryl Gane,193.0,245.0,206.0,11.0,1.0,0.0,5.08,59,2.25,62,0.61,21,45,0.5,33.0,10,-1,False,True,False,False,False
Jairzinho Rozenstruik,188.0,242.0,198.0,13.0,4.0,0.0,2.81,45,3.15,45,0.0,0,73,0.0,35.0,12,-1,False,True,False,False,False
Andre Fili,180.0,145.0,188.0,21.0,9.0,0.0,3.83,37,4.03,52,2.38,49,69,0.3,33.0,18,1,False,True,False,False,False
Austin Arnett,183.0,145.0,183.0,16.0,5.0,0.0,4.52,41,6.38,62,0.44,18,57,0.2,32.0,4,-1,False,True,False,False,False
Mana Martinez,178.0,135.0,178.0,10.0,3.0,0.0,4.33,48,4.94,50,0.72,42,25,0.5,27.0,4,-1,False,True,False,False,False
Sean Soriano,175.0,145.0,178.0,14.0,7.0,0.0,3.18,61,2.14,56,1.33,55,52,0.0,34.0,5,-5,False,True,False,False,False
Rameau Thierry Sokoudjou,178.0,205.0,198.0,18.0,17.0,0.0,2.26,45,2.61,56,1.93,47,78,0.9,39.0,3,-1,False,True,False,False,False
Jared Rollins,175.0,170.0,175.0,8.0,3.0,0.0,3.33,57,2.41,39,2.5,50,50,1.2,46.0,1,-1,False,True,False,False,False
Ryan MacDonald,180.0,135.0,180.0,10.0,1.0,0.0,2.28,29,6.49,45,0.0,0,0,0.0,30.0,2,-2,False,False,False,False,True
Elves Brener,178.0,155.0,183.0,13.0,3.0,0.0,4.6,43,4.67,58,0.0,0,100,0.0,26.0,1,1,False,True,False,False,False
Paulo Thiago,180.0,170.0,188.0,18.0,8.0,0.0,1.71,39,1.99,63,1.42,31,63,1.2,42.0,13,-3,False,True,False,False,False
Brandon Wolff,175.0,170.0,175.0,7.0,4.0,0.0,0.47,33,10.91,19,0.0,0,0,0.0,48.0,2,-2,False,True,False,False,False
John Cholish,180.0,155.0,188.0,8.0,2.0,0.0,2.65,49,2.29,73,1.82,31,78,0.4,40.0,3,-2,False,True,False,False,False
Daichi Abe,180.0,170.0,180.0,6.0,1.0,0.0,3.8,33,4.49,56,0.33,50,0,0.0,32.0,3,-2,False,True,False,False,False
Nick Fiore,178.0,155.0,183.0,6.0,1.0,0.0,2.83,46,7.93,42,2.5,45,71,0.0,26.0,2,-2,False,True,False,False,False
Cody Pfister,178.0,155.0,185.0,13.0,5.0,1.0,1.41,25,2.8,51,2.82,30,0,0.0,33.0,4,-2,False,True,False,False,False
Marcos Rogerio de Lima,185.0,253.0,190.0,20.0,9.0,1.0,3.62,56,2.83,51,1.35,47,59,0.5,38.0,16,2,False,True,False,False,False
Alan Belcher,188.0,185.0,190.0,18.0,7.0,0.0,2.7,41,3.1,59,0.44,26,55,0.9,39.0,15,-2,False,True,False,False,False
Barb Honchak,163.0,125.0,165.0,10.0,3.0,0.0,4.04,30,4.67,66,0.0,0,0,1.3,44.0,2,-2,False,True,False,False,False
Jonathan Wilson,188.0,205.0,190.0,7.0,2.0,0.0,2.92,48,5.65,56,0.37,100,80,0.0,36.0,4,-3,False,False,False,True,False
Brendan Allen,188.0,185.0,190.0,20.0,5.0,0.0,3.85,53,3.87,46,1.27,47,55,1.6,28.0,11,4,False,True,False,False,False
Forrest Griffin,190.0,205.0,196.0,18.0,7.0,0.0,4.38,36,2.81,61,1.05,48,57,0.7,44.0,15,1,False,True,False,False,False
Alan Patrick,180.0,155.0,188.0,15.0,3.0,0.0,1.82,40,2.95,43,3.01,33,43,0.3,40.0,9,-3,False,False,False,True,False
Lucie Pudilova,173.0,135.0,170.0,14.0,7.0,0.0,3.97,37,3.95,51,0.62,27,63,0.6,29.0,9,-1,False,True,False,False,False
Rinya Nakamura,170.0,135.0,173.0,6.0,0.0,0.0,8.57,50,3.65,62,4.76,66,100,2.4,28.0,1,1,False,False,False,True,False
Nate Diaz,183.0,170.0,193.0,21.0,13.0,0.0,4.57,45,3.77,52,1.05,30,41,1.3,38.0,27,1,False,False,False,True,False
Misha Cirkunov,190.0,205.0,196.0,15.0,8.0,0.0,3.86,51,3.06,57,4.15,39,76,1.7,36.0,13,-4,False,True,False,False,False
Brock Lesnar,190.0,265.0,206.0,5.0,2.0,0.0,3.53,72,2.11,50,3.9,55,60,0.5,46.0,7,-2,False,True,False,False,False
Jamahal Hill,193.0,205.0,201.0,11.0,1.0,0.0,7.31,54,3.35,47,0.0,0,73,0.0,32.0,7,4,False,False,False,True,False
Hu Yaozong,190.0,185.0,183.0,3.0,2.0,0.0,3.35,48,5.09,35,0.0,0,33,0.4,28.0,3,-3,False,True,False,False,False
Carl Deaton,170.0,155.0,175.0,17.0,5.0,0.0,0.1,8,0.2,75,0.0,0,33,0.0,34.0,1,-1,False,True,False,False,False
Magnus Cedenblad,196.0,185.0,201.0,14.0,4.0,0.0,2.38,51,3.02,40,2.87,64,66,1.0,41.0,6,-1,False,True,False,False,False
Rustam Khabilov,173.0,155.0,185.0,23.0,4.0,0.0,1.98,34,2.16,65,3.95,41,61,0.1,37.0,13,1,False,True,False,False,False
Khama Worthy,180.0,155.0,188.0,16.0,8.0,0.0,4.18,48,4.45,46,0.0,0,57,0.7,37.0,5,-3,False,True,False,False,False
Pingyuan Liu,168.0,135.0,183.0,13.0,6.0,0.0,2.36,33,2.99,54,0.25,20,56,1.0,30.0,4,-2,False,True,False,False,False
Tony Kelley,175.0,135.0,178.0,8.0,2.0,0.0,5.55,47,4.85,45,0.0,0,52,1.4,36.0,4,-1,False,False,False,False,True
Louis Gaudinot,160.0,125.0,160.0,8.0,3.0,0.0,2.34,37,6.42,48,0.57,40,31,1.1,39.0,4,-2,False,True,False,False,False
Phil Davis,188.0,205.0,201.0,17.0,3.0,0.0,2.85,34,1.33,72,2.99,38,72,0.6,39.0,12,-1,False,True,False,False,False
Luigi Vendramini,173.0,155.0,185.0,9.0,2.0,0.0,2.82,40,3.82,57,1.11,15,100,0.6,27.0,4,-2,False,True,False,False,False
Wagner Silva,183.0,170.0,183.0,6.0,2.0,0.0,1.69,29,2.87,65,0.0,0,58,0.0,36.0,2,-2,False,True,False,False,False
Trey Waters,196.0,170.0,196.0,7.0,1.0,0.0,6.45,45,3.95,61,0.78,50,77,0.8,28.0,1,1,False,True,False,False,False
Joe Stevenson,170.0,145.0,178.0,33.0,15.0,0.0,2.05,44,2.44,60,2.75,44,39,2.2,41.0,16,-4,False,True,False,False,False
David Dodd,188.0,200.0,188.0,4.0,6.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,50.0,2,-2,False,True,False,False,False
Justin Lawrence,173.0,145.0,170.0,10.0,3.0,0.0,3.84,35,2.83,67,0.72,28,73,0.0,33.0,3,-2,False,True,False,False,False
Blake Bilder,173.0,145.0,173.0,8.0,0.0,1.0,4.96,50,4.54,56,0.45,10,100,0.9,33.0,2,-1,False,False,False,False,True
Gilbert Smith,175.0,185.0,175.0,12.0,5.0,0.0,1.09,41,2.73,35,3.51,60,0,1.2,42.0,1,-1,False,False,False,True,False
Roman Kopylov,183.0,185.0,190.0,9.0,2.0,0.0,4.54,50,3.96,60,0.62,50,89,0.0,32.0,4,2,False,False,False,True,False
Alexander Volkanovski,168.0,145.0,180.0,25.0,1.0,0.0,6.35,56,3.4,59,1.52,34,69,0.2,35.0,13,-1,False,True,False,False,False
Justin Edwards,178.0,155.0,178.0,9.0,4.0,0.0,2.68,42,3.32,51,2.14,26,27,1.0,40.0,7,-3,False,True,False,False,False
Jarno Errens,180.0,145.0,185.0,13.0,3.0,1.0,1.33,37,2.13,54,0.0,0,40,1.0,29.0,1,-1,False,True,False,False,False
Gaetano Pirrello,170.0,135.0,165.0,15.0,6.0,1.0,0.99,55,2.44,42,0.0,0,30,0.0,31.0,2,-2,False,True,False,False,False
Shana Dobson,168.0,125.0,175.0,4.0,4.0,0.0,3.34,37,5.2,50,0.84,50,14,0.0,34.0,6,-1,False,True,False,False,False
Lavar Johnson,193.0,240.0,208.0,18.0,9.0,0.0,5.39,55,2.54,55,0.61,66,54,0.6,46.0,4,-2,False,True,False,False,False
Roberto Traven,190.0,227.0,190.0,6.0,3.0,1.0,0.92,50,2.77,57,0.0,0,0,0.0,55.0,1,-1,False,True,False,False,False
Brandon Moreno,170.0,125.0,178.0,20.0,6.0,2.0,3.55,40,3.19,56,1.8,45,67,0.6,30.0,12,2,False,True,False,False,False
Roger Zapata,180.0,170.0,180.0,4.0,1.0,0.0,2.6,51,2.13,36,0.0,0,81,1.4,37.0,1,-1,False,False,False,True,False
Kalindra Faria,170.0,125.0,170.0,18.0,7.0,1.0,2.23,56,1.44,45,1.31,66,20,0.7,37.0,3,-3,False,False,False,False,True
Jessica Andrade,155.0,115.0,157.0,24.0,10.0,0.0,6.82,50,5.4,54,2.61,54,73,0.4,32.0,24,-2,False,True,False,False,False
Conor McGregor,175.0,155.0,188.0,22.0,5.0,0.0,5.32,49,4.66,54,0.67,55,66,0.1,35.0,14,-2,False,False,False,True,False
Ludovit Klein,170.0,155.0,183.0,18.0,4.0,1.0,3.44,54,3.67,49,1.22,40,81,0.0,28.0,5,2,False,False,False,True,False
Joe Proctor,178.0,155.0,183.0,11.0,4.0,0.0,3.39,36,3.93,59,0.0,0,70,1.8,38.0,8,-2,False,True,False,False,False
Kevin Burns,178.0,170.0,188.0,12.0,6.0,0.0,2.74,38,4.3,52,0.28,50,47,0.8,43.0,5,-3,False,True,False,False,False
Julija Stoliarenko,170.0,125.0,168.0,10.0,7.0,2.0,2.75,41,4.61,44,0.7,25,62,1.2,30.0,6,-1,False,True,False,False,False
Ivan Menjivar,168.0,145.0,163.0,25.0,11.0,0.0,2.78,37,2.76,65,0.56,28,38,1.0,41.0,9,-3,False,True,False,False,False
Joanderson Brito,173.0,145.0,183.0,13.0,3.0,1.0,3.65,49,3.08,50,3.76,70,0,0.5,28.0,3,2,False,True,False,False,False
Bethe Correia,165.0,135.0,163.0,11.0,5.0,1.0,4.37,43,4.93,56,0.39,18,85,0.0,40.0,11,-2,False,True,False,False,False
Sarah Frota,168.0,125.0,175.0,9.0,1.0,0.0,4.52,52,2.57,55,0.0,0,53,0.0,36.0,2,-2,False,False,False,True,False
Daniel Lacerda,168.0,125.0,178.0,11.0,4.0,0.0,4.75,48,9.76,34,1.52,40,0,1.5,27.0,4,-4,False,False,False,False,True
Nohelin Hernandez,178.0,135.0,180.0,9.0,3.0,0.0,1.32,34,2.63,52,0.71,50,37,0.0,29.0,2,-2,False,True,False,False,False
Andrei Arlovski,190.0,240.0,196.0,34.0,21.0,0.0,3.78,45,3.2,57,0.39,36,76,0.2,44.0,39,-2,False,True,False,False,False
Nick Serra,175.0,170.0,175.0,7.0,2.0,0.0,0.0,0,1.73,43,1.0,10,0,2.0,45.0,1,-1,False,True,False,False,False
Austin Springer,173.0,145.0,180.0,12.0,3.0,0.0,3.54,57,3.15,41,3.37,40,100,0.8,36.0,1,-1,False,True,False,False,False
Sean Gannon,190.0,265.0,190.0,2.0,0.0,0.0,0.0,0,6.38,28,0.0,0,50,0.0,37.0,1,-1,False,False,False,True,False
Francis Marshall,175.0,145.0,183.0,7.0,0.0,0.0,4.08,33,3.64,57,3.73,50,0,0.8,24.0,2,-1,False,True,False,False,False
Tsuyoshi Kohsaka,180.0,225.0,180.0,27.0,18.0,2.0,1.88,38,4.41,54,1.32,20,33,0.4,53.0,6,-2,False,True,False,False,False
Felipe Arantes,173.0,135.0,185.0,18.0,9.0,1.0,2.37,45,2.66,64,0.93,47,41,0.7,35.0,11,-3,False,True,False,False,False
Jason Gonzalez,188.0,155.0,188.0,11.0,4.0,0.0,3.06,39,3.13,58,0.0,0,30,1.0,33.0,4,-2,False,False,False,True,False
Casey O'Neill,168.0,125.0,175.0,9.0,0.0,0.0,8.77,55,5.9,58,1.96,42,71,0.7,26.0,5,-1,False,True,False,False,False
Muin Gafurov,170.0,135.0,173.0,18.0,4.0,0.0,3.07,41,2.9,47,2.5,27,62,0.0,27.0,1,-1,False,False,False,True,False
Jai Herbert,185.0,155.0,196.0,11.0,4.0,1.0,2.55,42,2.92,45,0.25,25,52,0.0,35.0,5,1,False,True,False,False,False
Julie Kedzie,165.0,135.0,165.0,16.0,12.0,0.0,2.9,36,3.18,46,1.14,23,78,0.0,42.0,2,-2,False,True,False,False,False
Eduardo Garagorri,175.0,145.0,178.0,13.0,1.0,0.0,3.42,51,2.36,58,0.48,100,61,0.0,34.0,3,-2,False,True,False,False,False
Sean McCorkle,201.0,265.0,206.0,17.0,6.0,0.0,0.85,44,2.48,52,2.12,40,33,4.2,47.0,3,-2,False,True,False,False,False
Wes Sims,208.0,260.0,208.0,24.0,13.0,1.0,0.98,51,2.95,37,0.0,0,40,2.3,44.0,3,-3,False,True,False,False,False
Dave Beneteau,188.0,250.0,188.0,5.0,5.0,1.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,1,False,True,False,False,False
Khamzat Chimaev,188.0,170.0,190.0,11.0,0.0,0.0,7.3,59,3.98,41,3.98,57,100,3.5,29.0,6,6,False,True,False,False,False
Stevie Ray,178.0,155.0,178.0,22.0,9.0,0.0,3.73,44,2.93,54,0.75,46,55,0.6,33.0,11,1,False,False,False,True,False
Parker Porter,183.0,265.0,190.0,13.0,8.0,0.0,6.66,50,6.34,51,1.38,27,66,0.5,38.0,7,1,False,True,False,False,False
Clint Hester,188.0,205.0,196.0,11.0,5.0,0.0,3.36,42,3.44,56,1.02,35,60,0.0,37.0,7,-3,False,True,False,False,False
Travis Lutter,180.0,185.0,190.0,10.0,5.0,0.0,0.41,32,2.42,42,1.95,24,30,0.7,50.0,6,-2,False,True,False,False,False
Kevin Lee,175.0,170.0,196.0,18.0,6.0,0.0,3.89,42,3.56,50,3.19,43,75,0.8,31.0,18,-2,False,True,False,False,False
Ottman Azaitar,173.0,155.0,180.0,13.0,0.0,0.0,6.97,54,2.63,63,0.0,0,100,0.0,33.0,3,-1,False,False,False,False,True
Lucas Almeida,180.0,145.0,180.0,13.0,1.0,0.0,6.6,47,5.63,48,0.0,0,50,0.0,32.0,1,1,False,True,False,False,False
Fabio Cherant,185.0,205.0,188.0,7.0,3.0,0.0,1.35,40,4.89,38,0.0,0,0,0.0,29.0,3,-3,False,False,False,True,False
Justin Willis,185.0,264.0,198.0,8.0,1.0,0.0,3.37,59,2.57,57,0.96,66,36,0.0,36.0,5,-1,False,False,False,True,False
Jack Della Maddalena,180.0,170.0,185.0,13.0,2.0,0.0,8.27,49,4.29,68,0.0,0,71,0.6,27.0,4,4,False,False,False,False,True
Danny Abbadi,180.0,155.0,180.0,4.0,5.0,0.0,3.29,38,4.41,57,0.0,0,77,0.0,40.0,2,-2,False,True,False,False,False
Shanna Young,170.0,125.0,165.0,9.0,5.0,0.0,3.18,47,4.88,43,0.0,0,53,0.6,32.0,4,-1,False,True,False,False,False
Kurt Holobaugh,180.0,155.0,178.0,17.0,6.0,0.0,4.51,42,4.28,46,0.97,36,45,0.7,37.0,4,-4,False,True,False,False,False
John Lewis,183.0,155.0,183.0,3.0,3.0,3.0,0.0,0,4.0,66,0.0,0,0,0.0,37.0,2,-1,False,False,False,True,False
Mark Schultz,175.0,200.0,175.0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,1,False,True,False,False,False
Billy Quarantillo,178.0,145.0,178.0,17.0,4.0,0.0,7.86,58,5.79,40,1.51,23,58,1.2,35.0,8,-1,False,True,False,False,False
Erik Koch,178.0,170.0,180.0,15.0,6.0,0.0,2.33,42,2.82,47,1.02,42,81,1.0,35.0,10,1,False,False,False,True,False
Geoff Neal,180.0,170.0,190.0,15.0,4.0,0.0,5.22,50,5.6,58,0.51,44,87,0.1,33.0,10,-1,False,False,False,True,False
CB Dollaway,188.0,185.0,193.0,17.0,8.0,0.0,2.65,47,2.58,54,3.55,54,62,1.2,40.0,20,-1,False,True,False,False,False
Kyle Stewart,183.0,170.0,193.0,11.0,2.0,0.0,1.41,35,2.42,43,1.32,20,60,0.0,34.0,2,-2,False,True,False,False,False
Nicco Montano,165.0,135.0,165.0,5.0,2.0,0.0,5.6,41,4.43,64,2.25,54,69,0.4,35.0,2,-1,False,False,False,True,False
Scott Adams,183.0,225.0,183.0,7.0,1.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,1,False,False,False,True,False
Ketlen Souza,160.0,125.0,160.0,13.0,3.0,0.0,0.0,0,1.71,70,0.0,0,0,0.0,29.0,1,-1,False,True,False,False,False
Lukasz Brzeski,193.0,236.0,198.0,8.0,2.0,1.0,5.11,47,3.35,56,0.68,50,42,0.7,31.0,2,-2,False,True,False,False,False
Adrian Yanez,170.0,135.0,178.0,16.0,3.0,0.0,6.75,40,5.89,59,0.0,0,100,0.0,30.0,6,-1,False,True,False,False,False
Kevin Rosier,193.0,275.0,193.0,2.0,5.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Brad Riddell,170.0,155.0,180.0,10.0,3.0,0.0,4.71,53,3.53,53,1.77,36,63,0.0,32.0,7,-3,False,True,False,False,False
Shane Primm,190.0,205.0,190.0,5.0,4.0,0.0,0.83,26,2.25,62,1.78,20,0,0.0,39.0,1,-1,False,True,False,False,False
Anthony Smith,193.0,205.0,193.0,36.0,17.0,0.0,2.96,47,4.49,43,0.48,28,47,0.7,35.0,19,-2,False,True,False,False,False
Jamey Simmons,168.0,135.0,178.0,7.0,3.0,0.0,0.79,21,1.92,74,0.0,0,50,0.0,31.0,2,-2,False,True,False,False,False
Carlston Harris,183.0,170.0,193.0,17.0,5.0,0.0,4.14,52,2.88,50,3.04,31,75,0.6,36.0,4,1,False,True,False,False,False
Patrick Cummins,188.0,205.0,193.0,10.0,6.0,0.0,4.26,50,3.35,55,4.49,41,28,0.1,43.0,13,-3,False,True,False,False,False
Jamal Pogues,190.0,205.0,196.0,9.0,3.0,0.0,3.36,49,3.56,58,4.0,50,66,0.0,28.0,1,1,False,True,False,False,False
Shamil Abdurakhimov,190.0,235.0,193.0,20.0,7.0,0.0,2.41,44,3.02,55,1.01,23,45,0.1,42.0,11,-4,False,True,False,False,False
Sasha Palatnikov,185.0,170.0,183.0,6.0,3.0,0.0,6.69,53,5.44,52,0.72,100,70,0.0,34.0,3,-2,False,False,False,False,True
Jaqueline Amorim,160.0,115.0,173.0,6.0,0.0,0.0,0.8,23,3.07,55,2.0,20,0,3.0,28.0,1,-1,False,True,False,False,False
Maurice Smith,188.0,221.0,188.0,12.0,13.0,0.0,0.41,46,0.47,60,0.89,50,20,0.9,62.0,7,-1,False,True,False,False,False
Richie Vaculik,168.0,125.0,175.0,10.0,3.0,0.0,3.69,46,4.09,57,3.0,45,31,1.0,40.0,4,-2,False,True,False,False,False
Eddie Gordon,183.0,185.0,193.0,8.0,3.0,0.0,2.03,32,2.57,60,1.93,83,63,0.0,40.0,4,-3,False,True,False,False,False
Albert Duraev,180.0,185.0,190.0,15.0,4.0,0.0,2.94,40,2.53,63,2.07,27,50,0.7,34.0,3,1,False,True,False,False,False
Orion Cosce,180.0,170.0,180.0,8.0,1.0,0.0,2.77,53,4.02,44,1.92,40,61,0.0,29.0,3,-1,False,False,False,False,True
Justin Frazier,183.0,265.0,190.0,10.0,2.0,0.0,1.11,66,6.11,4,0.0,0,0,0.0,34.0,1,-1,False,False,False,True,False
JC Cottrell,175.0,155.0,175.0,17.0,4.0,0.0,0.79,25,2.75,45,0.79,100,50,0.0,34.0,2,-2,False,True,False,False,False
Matthew Riddle,185.0,170.0,193.0,7.0,3.0,0.0,3.01,42,2.74,54,3.51,50,89,0.5,37.0,10,2,False,False,False,True,False
Dan Henderson,180.0,185.0,188.0,32.0,14.0,0.0,2.44,47,2.7,51,1.52,52,57,0.3,53.0,16,-1,False,True,False,False,False
Sheila Gaff,165.0,135.0,165.0,9.0,6.0,0.0,1.6,50,2.89,28,0.0,0,20,0.0,34.0,2,-2,False,True,False,False,False
Tristan Connelly,178.0,145.0,173.0,14.0,7.0,0.0,3.31,51,2.96,50,0.33,14,60,0.3,38.0,3,-2,False,True,False,False,False
Robert Peralta,173.0,145.0,180.0,18.0,7.0,0.0,3.76,44,2.97,53,0.59,66,65,0.0,37.0,7,-2,False,True,False,False,False
Anthony Johnson,188.0,205.0,198.0,22.0,5.0,0.0,3.25,47,1.83,60,2.43,57,77,0.6,39.0,19,-1,False,True,False,False,False
Emil Meek,180.0,170.0,188.0,9.0,4.0,1.0,2.52,39,2.53,38,0.25,33,47,1.0,35.0,4,-3,False,False,False,False,True
Damian Grabowski,185.0,241.0,190.0,20.0,4.0,0.0,4.0,36,7.65,51,0.0,0,0,0.0,43.0,3,-3,False,True,False,False,False
Eugenio Tadeu,173.0,160.0,173.0,2.0,2.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Jim Alers,175.0,145.0,180.0,13.0,2.0,0.0,2.9,40,4.38,56,2.26,41,80,0.3,37.0,3,-2,False,True,False,False,False
Colin Robinson,193.0,243.0,193.0,10.0,11.0,0.0,6.19,69,7.91,37,2.58,100,50,5.2,55.0,2,-2,False,True,False,False,False
Corey Anderson,190.0,205.0,201.0,14.0,4.0,0.0,4.43,46,2.22,59,4.89,50,83,0.0,34.0,15,-1,False,True,False,False,False
Garrett Armfield,168.0,135.0,178.0,8.0,2.0,0.0,2.56,29,3.53,59,0.0,0,66,0.0,27.0,1,-1,False,True,False,False,False
Gabriel Benitez,173.0,155.0,180.0,22.0,11.0,0.0,4.79,41,4.05,65,0.27,50,58,1.1,35.0,13,1,False,False,False,True,False
Melinda Fabian,168.0,125.0,168.0,4.0,3.0,2.0,4.03,41,4.0,62,0.0,0,100,0.0,36.0,1,-1,False,True,False,False,False
Nissen Osterneck,188.0,185.0,188.0,12.0,3.0,0.0,3.15,58,2.9,41,0.63,12,42,1.3,42.0,1,-1,False,True,False,False,False
Norifumi Yamamoto,163.0,135.0,168.0,18.0,5.0,0.0,2.09,45,2.01,57,0.41,22,45,0.0,46.0,3,-3,False,False,False,True,False
Frank Shamrock,178.0,185.0,178.0,22.0,10.0,2.0,4.75,53,4.66,57,0.35,50,37,1.1,51.0,5,5,False,True,False,False,False
Vitor Belfort,183.0,185.0,188.0,26.0,13.0,0.0,1.59,46,2.83,50,1.02,60,53,0.6,46.0,23,-1,False,False,False,True,False
Stanislav Nedkov,180.0,205.0,180.0,12.0,1.0,0.0,3.33,43,5.39,43,2.77,41,0,0.0,42.0,3,-2,False,True,False,False,False
Cat Zingano,168.0,145.0,173.0,10.0,3.0,0.0,2.57,61,1.63,47,2.77,65,42,0.8,41.0,7,-1,False,False,False,True,False
Ernest Chavez,173.0,145.0,178.0,10.0,1.0,0.0,2.79,40,3.89,59,0.89,33,50,0.0,40.0,3,-2,False,True,False,False,False
Dan Bobish,188.0,345.0,188.0,16.0,9.0,0.0,2.06,44,1.74,34,2.44,42,0,1.6,53.0,1,1,False,False,False,True,False
Hayato Sakurai,170.0,168.0,170.0,38.0,12.0,2.0,2.45,49,1.94,59,1.87,69,56,0.3,48.0,1,-1,False,True,False,False,False
Ron Waterman,188.0,280.0,188.0,15.0,6.0,2.0,0.84,50,1.37,42,4.19,69,50,2.8,58.0,3,1,False,True,False,False,False
Marcus Bossett,185.0,215.0,185.0,1.0,2.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,2,-1,False,True,False,False,False
Melissa Martinez,157.0,115.0,168.0,7.0,0.0,0.0,3.0,57,2.53,45,1.0,50,0,0.0,26.0,1,-1,False,False,False,True,False
Mairbek Taisumov,175.0,155.0,185.0,27.0,5.0,0.0,2.98,39,3.03,64,1.34,63,88,0.0,35.0,9,-1,False,True,False,False,False
Mounir Lazzez,185.0,170.0,193.0,11.0,2.0,0.0,7.49,55,5.42,53,1.8,57,71,0.0,36.0,4,-1,False,True,False,False,False
Diego Brandao,170.0,145.0,163.0,22.0,10.0,0.0,2.94,47,3.38,62,3.21,68,80,0.6,36.0,10,-1,False,True,False,False,False
Sheymon Moraes,173.0,145.0,183.0,11.0,3.0,0.0,3.0,42,3.64,63,0.0,0,53,0.0,33.0,5,-2,False,True,False,False,False
Chris Fishgold,173.0,145.0,173.0,18.0,3.0,1.0,2.01,32,2.7,46,2.59,46,44,1.3,31.0,4,-2,False,True,False,False,False
Don Frye,185.0,219.0,185.0,19.0,9.0,1.0,2.87,64,3.57,37,0.91,57,45,0.7,58.0,1,1,False,True,False,False,False
Nick Penner,193.0,205.0,193.0,11.0,2.0,0.0,1.25,30,4.6,38,0.0,0,40,0.0,43.0,2,-2,False,False,False,True,False
Sam Hughes,165.0,115.0,163.0,7.0,5.0,0.0,3.79,46,4.23,54,1.12,41,57,0.0,31.0,7,1,False,True,False,False,False
Song Yadong,173.0,135.0,170.0,19.0,7.0,1.0,4.61,42,3.77,59,0.53,55,72,0.2,26.0,11,1,False,True,False,False,False
Jennifer Maia,163.0,125.0,163.0,20.0,9.0,1.0,4.5,38,4.78,55,0.27,21,57,0.1,35.0,11,2,False,True,False,False,False
Aljamain Sterling,170.0,135.0,180.0,22.0,3.0,0.0,4.78,52,2.37,58,2.02,24,45,0.8,34.0,18,9,False,True,False,False,False
Frank Trigg,175.0,170.0,180.0,21.0,8.0,0.0,2.79,46,1.9,56,2.35,47,75,0.8,51.0,7,-4,False,False,False,True,False
Tom DeBlass,183.0,185.0,183.0,9.0,1.0,0.0,1.5,35,4.43,37,1.0,50,28,0.5,41.0,2,-2,False,True,False,False,False
Jamie Yager,185.0,185.0,185.0,8.0,3.0,0.0,3.08,39,2.55,63,0.0,0,66,0.0,40.0,1,-1,False,True,False,False,False
Augusto Mendes,168.0,135.0,165.0,6.0,1.0,0.0,2.42,34,3.91,56,1.75,33,80,0.0,40.0,3,-1,False,True,False,False,False
Cameron VanCamp,188.0,155.0,188.0,15.0,6.0,1.0,5.31,47,6.41,40,0.0,0,0,0.0,30.0,2,-2,False,False,False,False,True
Damir Hadzovic,175.0,155.0,178.0,14.0,6.0,0.0,3.36,48,3.26,62,0.78,55,34,0.2,37.0,9,-1,False,True,False,False,False
Igor Araujo,185.0,170.0,196.0,25.0,8.0,0.0,1.52,42,2.86,49,0.86,15,22,0.6,43.0,4,-2,False,True,False,False,False
Danny Castillo,175.0,155.0,180.0,17.0,9.0,0.0,2.57,42,1.96,62,2.95,38,63,0.2,44.0,14,-4,False,True,False,False,False
Jason Gilliam,183.0,170.0,183.0,14.0,8.0,0.0,0.79,33,3.14,42,0.0,0,0,0.0,37.0,2,-2,False,True,False,False,False
Orlando Wiet,178.0,170.0,178.0,0.0,5.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,1,False,False,False,True,False
