Name,Height,Weight,Reach,W,L,D,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,edad,ufc_bouts,racha,St_Open Stance,St_Orthodox,St_Sideways,St_Southpaw,St_Switch
Rodrigo Ruas,178.0,185.0,178.0,4.0,4.0,1.0,1.28,35,7.0,41,0.0,0,0,0.0,46.0,1,-1,False,True,False,False,False
Erick Silva,183.0,170.0,188.0,19.0,8.0,0.0,2.5,48,4.18,49,0.85,35,56,1.4,39.0,15,-2,False,True,False,False,False
Dmitri Stepanov,190.0,217.0,190.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Ivan Serati,183.0,205.0,183.0,12.0,3.0,0.0,0.86,26,5.33,29,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Masio Fullen,178.0,145.0,178.0,11.0,6.0,0.0,2.46,32,3.5,54,0.47,33,69,0.0,37.0,3,-2,False,True,False,False,False
Gerald Strebendt,175.0,155.0,175.0,9.0,6.0,0.0,0.0,0,4.0,38,0.0,0,0,16.4,44.0,1,-1,False,True,False,False,False
Michihiro Omigawa,168.0,145.0,173.0,17.0,13.0,1.0,2.01,39,3.06,64,1.19,36,49,1.5,48.0,7,-2,False,True,False,False,False
Tai Tuivasa,188.0,264.0,190.0,15.0,4.0,0.0,4.1,49,4.46,45,0.0,0,52,0.0,30.0,13,-2,False,False,False,True,False
Randy Couture,185.0,205.0,190.0,19.0,10.0,0.0,2.85,57,1.53,59,2.78,46,58,0.5,60.0,22,-1,False,True,False,False,False
Andreas Stahl,180.0,170.0,180.0,10.0,3.0,0.0,2.83,37,4.74,57,1.55,66,80,0.0,35.0,2,-2,False,True,False,False,False
Constantinos Philippou,180.0,185.0,185.0,13.0,4.0,0.0,2.19,35,2.73,54,0.4,42,65,0.3,44.0,10,-1,False,True,False,False,False
Jeremy Kennedy,180.0,145.0,180.0,11.0,0.0,0.0,2.22,46,2.58,47,5.73,52,66,0.0,31.0,4,-1,False,True,False,False,False
Jermaine Andre,170.0,200.0,170.0,14.0,3.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Bentley Syler,163.0,125.0,163.0,5.0,0.0,0.0,1.3,18,1.73,79,0.0,0,75,0.0,41.0,1,-1,False,True,False,False,False
Kris McCray,183.0,170.0,193.0,8.0,4.0,0.0,2.69,45,2.57,54,2.88,55,38,0.0,42.0,3,-3,False,True,False,False,False
Michael Graves,178.0,170.0,180.0,5.0,0.0,1.0,1.25,54,1.47,58,4.8,52,66,0.4,32.0,2,2,False,True,False,False,False
Kenny Florian,178.0,145.0,188.0,14.0,5.0,0.0,2.41,40,1.85,63,2.22,33,60,1.3,47.0,17,-1,False,False,False,True,False
Jake Ellenberger,175.0,170.0,180.0,31.0,14.0,0.0,2.47,39,2.83,60,2.04,47,86,0.4,38.0,21,-4,False,True,False,False,False
Hunter Azure,173.0,145.0,175.0,9.0,1.0,0.0,3.92,53,2.08,58,1.97,34,67,1.3,31.0,4,-1,False,True,False,False,False
Alptekin Ozkilic,165.0,125.0,165.0,9.0,4.0,0.0,3.81,32,5.72,59,4.21,58,75,0.0,37.0,4,-3,False,True,False,False,False
Dmitrii Smoliakov,188.0,253.0,188.0,9.0,2.0,0.0,1.44,42,3.81,55,0.0,0,75,0.0,41.0,3,-3,False,False,False,False,True
Wellington Turman,183.0,170.0,183.0,18.0,5.0,0.0,2.92,49,3.79,44,1.79,21,50,1.0,27.0,7,-1,False,True,False,False,False
Joe Charles,185.0,260.0,185.0,6.0,12.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,3,-1,False,False,False,True,False
Sherman Pendergarst,185.0,235.0,185.0,11.0,17.0,0.0,1.23,36,3.08,16,4.62,100,0,0.0,56.0,1,-1,False,True,False,False,False
Derek Downey,185.0,185.0,185.0,11.0,3.0,0.0,0.32,100,3.36,12,2.4,16,0,0.0,43.0,1,-1,False,True,False,False,False
Alexander Volkov,201.0,250.0,203.0,35.0,10.0,0.0,4.89,57,3.0,53,0.51,70,73,0.1,35.0,14,2,False,True,False,False,False
Reese Andy,183.0,205.0,183.0,7.0,2.0,0.0,2.87,50,3.5,58,0.67,20,40,0.0,50.0,2,-2,False,True,False,False,False
Shannon Ross,168.0,125.0,168.0,13.0,6.0,0.0,6.57,37,8.99,52,0.0,0,100,0.0,34.0,1,-1,False,False,False,False,True
Anthony Christodoulou,175.0,155.0,175.0,12.0,6.0,0.0,2.19,26,5.9,45,0.0,0,40,0.0,36.0,2,-2,False,True,False,False,False
Nikita Krylov,190.0,205.0,196.0,29.0,9.0,0.0,4.38,55,2.47,44,2.29,38,53,1.4,31.0,18,3,False,True,False,False,False
Dusko Todorovic,185.0,185.0,188.0,12.0,3.0,0.0,5.54,57,4.55,46,0.96,12,45,0.0,29.0,7,-1,False,True,False,False,False
Francis Carmont,190.0,205.0,198.0,25.0,11.0,0.0,2.22,42,1.64,59,1.79,36,73,0.6,42.0,9,-3,False,True,False,False,False
Gillian Robertson,165.0,115.0,160.0,11.0,7.0,0.0,2.32,49,2.81,50,2.63,42,25,1.0,28.0,14,2,False,True,False,False,False
Luis Saldana,180.0,145.0,185.0,15.0,7.0,1.0,5.16,50,3.65,60,0.64,17,44,0.2,32.0,3,1,False,True,False,False,False
Mike Swick,185.0,170.0,196.0,15.0,5.0,0.0,2.36,37,2.29,54,1.06,50,61,0.6,44.0,15,-2,False,True,False,False,False
Charles Byrd,178.0,185.0,185.0,10.0,6.0,0.0,3.43,55,2.63,55,2.5,50,40,1.5,40.0,4,-3,False,True,False,False,False
Rory MacDonald,183.0,170.0,193.0,19.0,3.0,0.0,3.75,42,2.8,62,1.77,47,88,0.4,34.0,13,-2,False,True,False,False,False
Sijara Eubanks,163.0,125.0,170.0,8.0,6.0,0.0,4.3,43,3.43,57,1.9,44,66,0.3,38.0,10,-1,False,True,False,False,False
Darrell Horcher,178.0,155.0,178.0,13.0,3.0,0.0,2.05,44,4.21,39,0.35,50,47,0.7,36.0,4,-2,False,False,False,True,False
Roger Narvaez,190.0,185.0,190.0,8.0,2.0,0.0,2.12,37,3.32,64,0.0,0,50,0.9,40.0,3,-1,False,False,False,True,False
Alex Andrade,180.0,200.0,180.0,10.0,4.0,0.0,0.2,36,2.6,53,0.0,0,25,0.8,49.0,1,-1,False,True,False,False,False
Maria Oliveira,168.0,115.0,175.0,13.0,6.0,0.0,5.03,38,5.76,44,0.95,44,47,0.0,27.0,4,-2,False,True,False,False,False
Jerrod Sanders,173.0,135.0,183.0,16.0,2.0,0.0,0.88,64,1.14,46,2.2,33,50,1.6,44.0,3,-1,False,True,False,False,False
Aaron Phillips,175.0,135.0,180.0,12.0,4.0,0.0,1.51,53,3.66,43,0.86,50,44,0.6,34.0,4,-4,False,False,False,True,False
Russell Doane,170.0,135.0,178.0,15.0,7.0,0.0,1.75,40,1.68,53,2.11,45,52,0.8,37.0,8,-1,False,True,False,False,False
Magomed Ankalaev,190.0,205.0,190.0,17.0,1.0,1.0,3.55,52,2.15,59,0.99,29,86,0.0,31.0,10,9,False,True,False,False,False
Daniel Spohn,193.0,205.0,201.0,15.0,5.0,0.0,2.42,49,1.6,53,0.0,0,28,2.5,39.0,1,-1,False,False,False,True,False
Ryan Parker,190.0,235.0,190.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,False,False,True,False
Clayton Carpenter,168.0,125.0,168.0,6.0,0.0,0.0,4.5,51,2.85,60,2.47,50,0,2.5,27.0,1,1,False,True,False,False,False
Ricardo Funch,178.0,170.0,188.0,9.0,5.0,0.0,2.61,65,3.57,40,1.24,18,60,0.0,43.0,4,-4,False,False,False,True,False
Jack Jenkins,170.0,145.0,173.0,10.0,2.0,0.0,4.54,69,2.27,58,4.07,72,80,0.0,30.0,1,1,False,False,False,False,True
Nathan Coy,178.0,170.0,175.0,15.0,6.0,0.0,3.88,52,2.4,61,3.17,47,50,0.0,45.0,3,-1,False,False,False,True,False
Joaquin Buckley,178.0,170.0,193.0,15.0,6.0,0.0,3.76,32,3.42,55,1.43,34,66,0.0,29.0,10,1,False,False,False,True,False
Josh Thomson,178.0,155.0,180.0,22.0,8.0,0.0,2.59,47,2.12,64,1.92,39,54,1.3,45.0,7,-3,False,True,False,False,False
Trevin Giles,183.0,170.0,188.0,15.0,4.0,0.0,2.99,54,2.09,59,1.29,55,73,0.3,31.0,11,2,False,True,False,False,False
Denis Tiuliulin,185.0,185.0,196.0,11.0,6.0,0.0,5.35,42,6.07,41,0.0,0,72,0.0,35.0,3,-1,False,True,False,False,False
Rachael Ostovich,160.0,125.0,157.0,4.0,5.0,0.0,2.54,43,3.97,57,2.03,83,66,0.8,32.0,4,-3,False,True,False,False,False
Scott Baker,183.0,210.0,183.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Javier Vazquez,170.0,145.0,175.0,15.0,5.0,0.0,2.43,36,1.99,72,2.56,52,57,1.5,46.0,1,1,False,False,False,True,False
Renato Verissimo,185.0,170.0,185.0,7.0,4.0,0.0,0.92,48,1.87,47,1.46,30,50,2.5,50.0,3,-2,False,True,False,False,False
Aaron Wilkinson,178.0,155.0,178.0,11.0,6.0,0.0,0.0,0,0.0,100,7.32,100,0,0.0,36.0,1,-1,False,True,False,False,False
Dong Hyun Kim,188.0,170.0,193.0,22.0,3.0,1.0,2.12,49,1.89,58,2.93,43,71,0.6,42.0,17,-1,False,False,False,True,False
Jake Rosholt,185.0,185.0,185.0,12.0,4.0,0.0,2.68,53,2.33,49,6.51,68,0,1.8,41.0,3,-1,False,True,False,False,False
Chase Hooper,185.0,155.0,188.0,11.0,3.0,1.0,5.0,51,3.67,36,1.47,22,50,2.1,24.0,7,1,False,False,False,True,False
Ben Rothwell,193.0,265.0,198.0,39.0,13.0,0.0,3.71,42,4.63,47,0.68,34,70,0.4,42.0,17,-1,False,True,False,False,False
Manuel Rodriguez,175.0,170.0,175.0,11.0,4.0,0.0,0.81,33,3.23,38,9.09,75,0,0.0,38.0,1,-1,False,True,False,False,False
Hernani Perpetuo,183.0,170.0,183.0,18.0,4.0,0.0,2.73,29,4.37,55,0.0,0,37,0.5,38.0,2,-2,False,True,False,False,False
Steven Peterson,178.0,145.0,178.0,19.0,10.0,0.0,4.76,40,5.94,53,1.42,26,64,0.7,33.0,8,-2,False,True,False,False,False
Lina Lansberg,170.0,135.0,165.0,10.0,7.0,0.0,2.69,55,3.87,44,0.52,27,47,0.1,41.0,11,-4,False,True,False,False,False
Gideon Ray,178.0,185.0,178.0,17.0,14.0,1.0,2.08,40,2.58,53,1.49,100,0,0.0,50.0,3,-3,False,False,False,True,False
Stephan Bonnar,193.0,205.0,201.0,15.0,8.0,0.0,2.76,38,3.01,52,1.32,40,60,1.0,46.0,15,-1,False,True,False,False,False
Marcus Silveira,190.0,242.0,190.0,6.0,3.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Elias Theodorou,185.0,185.0,190.0,16.0,2.0,0.0,4.19,42,2.39,53,1.27,28,59,0.0,35.0,11,-1,False,True,False,False,False
Petr Yan,170.0,135.0,170.0,16.0,4.0,0.0,5.03,53,4.26,59,1.71,52,85,0.1,30.0,12,-3,False,False,False,False,True
Trent Jenkins,188.0,185.0,188.0,0.0,3.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Joe Jordan,168.0,155.0,168.0,49.0,13.0,2.0,1.85,25,4.27,59,0.0,0,66,0.0,45.0,1,-1,False,True,False,False,False
Nicolae Negumereanu,183.0,205.0,198.0,13.0,1.0,0.0,3.58,41,5.56,39,1.02,28,62,0.0,29.0,6,-1,False,True,False,False,False
Nassourdine Imavov,190.0,185.0,190.0,12.0,3.0,0.0,4.55,53,3.76,58,1.09,31,72,1.7,28.0,6,-1,False,True,False,False,False
Alex Caceres,178.0,145.0,185.0,20.0,13.0,0.0,4.16,51,2.87,63,0.59,68,64,0.7,35.0,27,2,False,False,False,True,False
Shinsho Anzai,170.0,170.0,178.0,10.0,2.0,0.0,3.23,58,3.75,45,1.83,16,75,0.0,38.0,4,-1,False,True,False,False,False
Katsuhisa Fujii,183.0,205.0,183.0,8.0,18.0,1.0,4.0,50,4.43,64,2.14,25,50,2.1,51.0,1,1,False,True,False,False,False
Lucio Linhares,188.0,185.0,188.0,19.0,7.0,0.0,0.99,22,3.47,34,1.86,50,50,1.9,50.0,2,-2,False,True,False,False,False
Matt Van Buren,196.0,205.0,196.0,7.0,5.0,0.0,7.73,45,6.82,49,0.0,0,50,0.0,37.0,2,-2,False,True,False,False,False
Fabricio Camoes,178.0,155.0,180.0,14.0,8.0,1.0,1.29,33,1.85,61,2.34,32,20,1.5,45.0,5,-3,False,True,False,False,False
Marcus Brimage,163.0,135.0,180.0,7.0,6.0,0.0,3.97,35,3.64,56,0.56,100,80,0.0,38.0,8,-2,False,False,False,True,False
Paul Redmond,178.0,145.0,178.0,12.0,6.0,0.0,0.72,34,2.99,41,0.0,0,50,0.0,37.0,2,-2,False,True,False,False,False
Jesse Forbes,188.0,185.0,190.0,15.0,4.0,0.0,2.11,24,4.06,53,1.79,75,66,1.2,39.0,3,-3,False,False,False,True,False
Thiago Perpetuo,178.0,170.0,178.0,9.0,3.0,1.0,5.39,69,3.51,51,2.82,50,66,0.0,36.0,3,-2,False,True,False,False,False
Michel Pereira,185.0,170.0,185.0,27.0,11.0,0.0,5.09,54,3.78,58,1.58,55,94,0.6,30.0,8,5,False,True,False,False,False
Bill Algeo,183.0,145.0,185.0,16.0,7.0,0.0,5.93,53,4.32,46,0.87,42,55,0.1,34.0,7,1,False,False,False,False,True
Valerie Letourneau,170.0,115.0,173.0,8.0,5.0,0.0,4.51,37,5.4,58,0.77,45,66,0.3,40.0,6,-3,False,True,False,False,False
Amanda Lemos,163.0,115.0,165.0,12.0,2.0,1.0,4.51,57,3.97,50,1.12,55,81,0.7,36.0,9,2,False,False,False,True,False
Aleksa Camur,185.0,205.0,188.0,6.0,1.0,0.0,4.78,59,3.15,60,0.59,25,50,0.0,28.0,3,-2,False,True,False,False,False
Andy Wang,168.0,155.0,168.0,7.0,7.0,1.0,3.43,36,10.29,62,0.0,0,0,0.0,46.0,1,-1,False,True,False,False,False
Ronny Markes,185.0,185.0,190.0,17.0,4.0,0.0,2.17,53,2.43,45,3.13,40,100,0.5,35.0,5,-2,False,True,False,False,False
Michel Quinones,178.0,155.0,185.0,8.0,2.0,0.0,2.91,29,5.98,48,0.0,0,36,0.0,39.0,2,-2,False,True,False,False,False
Krzysztof Jotko,185.0,185.0,196.0,24.0,5.0,0.0,2.98,42,2.23,57,1.33,39,82,0.1,34.0,17,-1,False,False,False,True,False
Karlos Vemola,183.0,185.0,190.0,17.0,4.0,0.0,1.67,44,2.13,37,1.93,25,31,1.7,38.0,6,-2,False,True,False,False,False
Brian Cobb,180.0,155.0,180.0,20.0,8.0,0.0,0.0,0,3.68,55,5.81,50,0,0.0,37.0,1,-1,False,True,False,False,False
Brian Camozzi,188.0,170.0,198.0,7.0,4.0,0.0,3.15,26,6.39,54,0.0,0,0,0.7,32.0,3,-3,False,True,False,False,False
Juancamilo Ronderos,160.0,125.0,163.0,4.0,1.0,0.0,2.18,30,2.18,63,2.72,33,0,0.0,28.0,2,-2,False,False,False,True,False
Allen Berube,173.0,155.0,173.0,4.0,2.0,0.0,0.92,80,0.92,33,6.87,100,0,3.4,49.0,1,-1,False,True,False,False,False
Bruno Souza,178.0,145.0,178.0,10.0,2.0,0.0,3.73,39,5.3,45,0.5,16,60,0.0,27.0,2,-2,False,True,False,False,False
Maxim Grishin,190.0,205.0,198.0,32.0,9.0,2.0,3.26,52,2.27,58,0.21,16,66,0.0,39.0,5,-1,False,True,False,False,False
Erick Montano,183.0,170.0,185.0,7.0,4.0,0.0,2.79,44,2.06,64,2.29,36,66,0.0,38.0,3,-2,False,True,False,False,False
Tor Troeng,188.0,185.0,188.0,16.0,6.0,1.0,1.16,46,3.26,32,0.62,7,66,0.3,40.0,4,-3,False,True,False,False,False
Jeff Monson,175.0,247.0,188.0,60.0,25.0,1.0,0.97,30,2.87,59,1.06,12,66,0.7,52.0,7,-1,False,True,False,False,False
Rolando Delgado,190.0,155.0,196.0,11.0,5.0,1.0,1.56,40,1.83,62,1.17,22,0,3.5,42.0,3,-2,False,True,False,False,False
Tom Aspinall,196.0,256.0,198.0,12.0,2.0,0.0,7.41,65,2.87,64,4.0,100,100,2.0,30.0,6,-1,False,True,False,False,False
Ednaldo Oliveira,196.0,205.0,196.0,17.0,2.0,1.0,1.03,22,1.8,52,0.0,0,42,0.0,39.0,2,-2,False,True,False,False,False
Ryan Janes,190.0,185.0,193.0,9.0,3.0,0.0,7.69,48,5.53,59,0.35,100,58,0.0,42.0,4,1,False,True,False,False,False
Nick Pace,170.0,135.0,173.0,8.0,2.0,0.0,1.48,34,3.14,57,2.52,43,54,0.5,36.0,3,-2,False,True,False,False,False
Roland Payne,175.0,205.0,175.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Anthony Torres,173.0,170.0,173.0,5.0,2.0,0.0,3.54,48,7.52,45,0.0,0,100,2.2,45.0,2,-1,False,True,False,False,False
Dong Hyun Ma,180.0,155.0,178.0,16.0,10.0,3.0,2.84,41,4.1,54,1.27,53,33,0.0,35.0,8,-3,False,True,False,False,False
Kelvin Gastelum,175.0,185.0,180.0,17.0,8.0,0.0,3.63,41,3.31,58,1.0,30,62,0.1,32.0,20,1,False,False,False,True,False
Shayilan Nuerdanbieke,173.0,145.0,175.0,39.0,10.0,0.0,2.28,45,2.94,50,2.9,33,40,0.0,29.0,5,-1,False,True,False,False,False
Victoria Leonardo,165.0,125.0,163.0,9.0,5.0,0.0,3.27,39,4.7,46,1.6,27,71,0.0,33.0,4,-1,False,True,False,False,False
Goran Reljic,190.0,205.0,206.0,15.0,7.0,0.0,1.69,37,2.69,59,1.69,50,33,1.1,39.0,4,-3,False,False,False,True,False
Lowell Anderson,168.0,160.0,168.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Hugo Viana,168.0,135.0,170.0,8.0,3.0,0.0,3.05,38,3.2,57,0.22,6,50,0.0,41.0,6,-2,False,True,False,False,False
Ericka Almeida,168.0,115.0,168.0,7.0,2.0,0.0,1.07,39,3.33,43,0.5,33,37,0.0,34.0,2,-2,False,True,False,False,False
Will Campuzano,175.0,125.0,178.0,14.0,5.0,0.0,2.43,31,3.82,57,0.88,45,48,0.2,37.0,4,-4,False,True,False,False,False
Brandon Davis,178.0,135.0,183.0,14.0,9.0,0.0,4.68,35,4.62,58,0.74,42,57,0.1,33.0,9,-4,False,True,False,False,False
Eric Schafer,190.0,185.0,193.0,14.0,7.0,2.0,1.89,34,3.38,56,1.81,36,50,1.8,46.0,9,-4,False,True,False,False,False
Tresean Gore,183.0,185.0,190.0,4.0,2.0,0.0,3.04,53,6.13,47,3.04,71,81,1.2,29.0,3,1,False,False,False,False,True
Cody Brundage,183.0,185.0,183.0,8.0,3.0,0.0,2.48,55,2.63,49,2.6,46,73,1.3,29.0,5,-2,False,True,False,False,False
Pannie Kianzad,170.0,135.0,168.0,16.0,6.0,0.0,5.32,49,4.12,53,0.4,30,80,0.1,32.0,8,1,False,True,False,False,False
Gloria de Paula,165.0,115.0,170.0,6.0,4.0,0.0,4.89,53,3.77,66,0.74,37,65,0.5,28.0,4,-1,False,True,False,False,False
Bristol Marunde,185.0,170.0,190.0,16.0,9.0,0.0,1.42,21,4.4,47,1.6,33,14,0.0,41.0,2,-2,False,True,False,False,False
Daniel Omielanczuk,183.0,247.0,188.0,19.0,7.0,1.0,3.09,57,3.29,47,0.56,26,68,0.1,41.0,9,-3,False,False,False,True,False
Movsar Evloev,170.0,145.0,183.0,16.0,0.0,0.0,4.57,49,2.74,61,4.71,50,71,0.3,29.0,7,7,False,True,False,False,False
Jorge Gurgel,170.0,155.0,175.0,14.0,9.0,0.0,3.37,32,3.62,62,0.81,23,60,0.5,46.0,7,-2,False,True,False,False,False
Ali Bagautinov,163.0,125.0,165.0,15.0,5.0,0.0,2.85,42,3.09,52,2.51,36,65,0.3,38.0,7,-1,False,True,False,False,False
Gerald Meerschaert,185.0,185.0,196.0,35.0,15.0,0.0,3.11,43,3.47,52,2.12,37,29,1.7,36.0,18,-1,False,False,False,True,False
Ben Nguyen,165.0,125.0,165.0,16.0,7.0,0.0,3.51,40,3.01,59,0.25,33,63,1.0,35.0,7,-2,False,False,False,False,True
Milton Vieira,183.0,145.0,183.0,13.0,7.0,2.0,1.13,35,2.36,48,2.67,53,12,0.7,45.0,1,-1,False,True,False,False,False
Jasmine Jasudavicius,170.0,125.0,173.0,8.0,2.0,0.0,3.23,41,3.92,51,2.2,44,78,0.0,34.0,4,2,False,True,False,False,False
Chris Indich,178.0,170.0,178.0,6.0,3.0,0.0,1.31,30,4.32,43,0.75,50,50,1.5,36.0,2,-2,False,True,False,False,False
Danilo Belluardo,183.0,155.0,188.0,12.0,4.0,0.0,1.52,61,4.79,41,3.5,100,50,0.0,29.0,2,-2,False,False,False,True,False
Pedro Munhoz,168.0,135.0,165.0,19.0,7.0,0.0,5.3,43,5.9,57,0.51,20,81,0.6,37.0,17,1,False,True,False,False,False
Nate Maness,178.0,125.0,183.0,14.0,2.0,0.0,1.94,42,4.65,40,0.96,75,75,0.3,32.0,5,-2,False,True,False,False,False
Chris Cariaso,160.0,125.0,163.0,17.0,7.0,0.0,3.35,43,2.23,61,1.11,39,57,0.8,42.0,13,-3,False,False,False,True,False
Kai Kara-France,163.0,125.0,175.0,24.0,10.0,0.0,4.57,39,3.24,65,0.63,33,88,0.0,30.0,11,-2,False,True,False,False,False
Claudio Ribeiro,185.0,185.0,196.0,10.0,3.0,0.0,4.22,60,2.39,38,1.05,100,75,0.0,31.0,2,1,False,True,False,False,False
Edmen Shahbazyan,188.0,185.0,190.0,12.0,3.0,0.0,3.46,51,4.13,43,2.17,39,63,0.6,26.0,9,-1,False,True,False,False,False
Robert Lucarelli,188.0,245.0,188.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Patrick Smith,188.0,225.0,188.0,19.0,17.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,60.0,1,1,False,True,False,False,False
Jessica-Rose Clark,165.0,135.0,163.0,11.0,8.0,0.0,3.73,51,3.51,58,1.66,42,62,0.3,36.0,9,-3,False,True,False,False,False
Justin Jones,180.0,185.0,180.0,9.0,1.0,0.0,1.7,36,3.17,45,1.0,15,46,0.5,36.0,2,-2,False,True,False,False,False
Falaniko Vitale,178.0,185.0,178.0,30.0,10.0,0.0,1.88,49,3.68,47,0.72,33,86,0.0,49.0,2,-1,False,True,False,False,False
Vicente Luque,180.0,170.0,193.0,21.0,8.0,1.0,5.49,52,5.51,52,0.51,50,61,0.8,32.0,19,-2,False,True,False,False,False
Roman Bogatov,173.0,155.0,185.0,10.0,0.0,0.0,3.33,42,4.4,44,1.0,9,50,0.0,33.0,1,-1,False,True,False,False,False
Luana Carolina,168.0,125.0,175.0,8.0,3.0,0.0,4.98,50,4.43,45,0.0,0,78,0.8,30.0,6,-2,False,True,False,False,False
Nick Diaz,185.0,170.0,193.0,26.0,9.0,0.0,5.71,42,3.84,59,1.28,32,60,1.0,40.0,14,-3,False,False,False,True,False
Marvin Vettori,183.0,185.0,188.0,18.0,6.0,1.0,4.38,44,3.65,59,1.77,44,75,0.5,30.0,13,1,False,False,False,True,False
Ansar Chalangov,175.0,170.0,175.0,14.0,4.0,0.0,0.68,66,1.69,54,0.0,0,0,7.6,44.0,2,-2,False,True,False,False,False
Brogan Walker,163.0,125.0,170.0,8.0,3.0,0.0,2.04,30,3.7,47,0.0,0,11,0.0,35.0,2,-2,False,False,False,False,True
Kendall Grove,198.0,185.0,201.0,23.0,16.0,0.0,2.31,41,2.4,54,0.49,45,56,1.7,41.0,13,-2,False,True,False,False,False
Jake Hecht,183.0,170.0,185.0,11.0,3.0,0.0,3.26,47,2.76,56,2.04,37,40,0.0,39.0,3,-2,False,True,False,False,False
Jamie Pickett,188.0,185.0,203.0,13.0,8.0,0.0,3.16,50,4.23,48,1.34,36,66,0.2,35.0,7,-3,False,True,False,False,False
Paige VanZant,163.0,115.0,165.0,8.0,4.0,0.0,3.35,52,2.62,42,1.27,33,34,1.0,29.0,9,-1,False,True,False,False,False
Wagner Campos,168.0,145.0,168.0,12.0,9.0,0.0,1.54,41,2.53,51,2.71,100,0,0.0,42.0,1,-1,False,False,False,True,False
Stephen Thompson,183.0,170.0,190.0,16.0,6.0,1.0,4.2,45,3.04,55,0.27,41,64,0.0,40.0,18,1,False,True,False,False,False
Houston Dorr,185.0,210.0,185.0,1.0,1.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,37.0,1,-1,False,True,False,False,False
Dorian Price,190.0,170.0,190.0,8.0,4.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,46.0,1,-1,False,False,False,True,False
Joby Sanchez,168.0,135.0,173.0,11.0,3.0,0.0,3.22,36,2.82,63,0.95,71,51,0.4,32.0,5,-3,False,True,False,False,False
Yoshihiro Akiyama,178.0,170.0,190.0,14.0,5.0,0.0,3.1,41,3.62,57,2.29,67,92,1.0,48.0,7,-1,False,True,False,False,False
Takanori Gomi,170.0,155.0,178.0,35.0,13.0,0.0,3.81,41,3.52,60,1.23,65,63,0.8,45.0,13,-5,False,False,False,True,False
Tatiana Suarez,165.0,115.0,168.0,9.0,0.0,0.0,4.35,66,1.34,49,6.12,58,100,0.8,33.0,6,6,False,False,False,True,False
Roger Bowling,175.0,155.0,173.0,12.0,5.0,0.0,3.9,47,3.86,51,3.09,43,27,0.9,41.0,2,-2,False,True,False,False,False
Jessamyn Duke,180.0,135.0,185.0,3.0,4.0,0.0,4.83,53,4.43,57,1.27,36,50,1.9,37.0,4,-3,False,True,False,False,False
Carlo Pedersoli Jr.,180.0,170.0,190.0,11.0,2.0,0.0,4.17,37,4.12,61,2.91,44,0,0.0,30.0,3,-2,False,False,False,True,False
Christian Colombo,196.0,265.0,196.0,8.0,2.0,1.0,2.76,44,4.02,42,0.0,0,33,0.0,43.0,2,-2,False,True,False,False,False
Tony Fryklund,183.0,185.0,183.0,14.0,8.0,1.0,3.49,39,6.5,43,0.0,0,66,0.5,52.0,3,-1,False,True,False,False,False
Jerry Bohlander,180.0,199.0,180.0,11.0,3.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,49.0,4,-1,False,True,False,False,False
Martin Day,178.0,145.0,185.0,8.0,5.0,0.0,3.97,45,3.79,53,0.72,60,65,0.5,35.0,4,-4,False,True,False,False,False
Miesha Tate,168.0,135.0,165.0,19.0,8.0,0.0,2.61,44,3.1,51,1.88,29,55,1.3,37.0,12,-2,False,True,False,False,False
Branden Lee Hinkle,190.0,235.0,190.0,17.0,10.0,0.0,2.61,69,3.91,26,4.34,57,66,4.3,50.0,3,-2,False,True,False,False,False
Jussier Formiga,165.0,125.0,170.0,23.0,7.0,0.0,1.42,39,2.34,64,1.82,35,87,0.6,38.0,16,-3,False,True,False,False,False
Zhang Weili,163.0,115.0,160.0,22.0,3.0,0.0,5.79,47,4.06,53,1.97,34,66,0.5,34.0,9,2,False,False,False,False,True
John Cofer,175.0,155.0,175.0,8.0,3.0,0.0,2.73,41,3.43,62,1.22,50,64,0.0,39.0,2,-2,False,False,False,True,False
